Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,
13/12/2019 11:23:29,321,40.62C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:23:39,322,40.62C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:23:49,323,40.56C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:23:59,324,40.56C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:24:09,325,40.5C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:24:19,326,40.44C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:24:29,327,40.38C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:24:39,328,40.31C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:24:49,329,40.31C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:24:59,330,40.25C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:25:09,331,40.19C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:25:19,332,40.19C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:25:29,333,40.12C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:25:39,334,40.06C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:25:49,335,40.06C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:25:59,336,40.0C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:26:09,337,39.94C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:26:19,338,39.94C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:26:29,339,39.88C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:26:39,340,39.81C,100%,100.0%,0.33Hz,-0.06C,0,
13/12/2019 11:26:49,341,39.81C,100%,100.0%,0.33Hz,0.0C,0,
13/12/2019 11:26:59,342,39.75C,100%,100.0%,0.33Hz,-0.06C,0,
