Time,Count,Temp,Throttle,Heater Pwm,Pwm Freq,Change,SDLC,
12/12/2019 17:54:42,84,60.5C,100%,100.0%,0.33Hz,-0.62C,6,
12/12/2019 17:54:52,85,59.81C,100%,100.0%,0.33Hz,-0.69C,7,
12/12/2019 17:55:02,86,59.12C,100%,100.0%,0.33Hz,-0.69C,8,
12/12/2019 17:55:12,87,58.44C,100%,100.0%,0.33Hz,-0.69C,9,
12/12/2019 17:55:22,88,57.81C,100%,100.0%,0.33Hz,-0.62C,10,
12/12/2019 17:55:32,89,57.25C,100%,100.0%,0.33Hz,-0.56C,11,
12/12/2019 17:55:42,90,56.69C,100%,100.0%,0.33Hz,-0.56C,12,
12/12/2019 17:55:52,91,56.19C,100%,100.0%,0.33Hz,-0.5C,13,
12/12/2019 17:56:02,92,55.69C,100%,100.0%,0.33Hz,-0.5C,14,
12/12/2019 17:56:12,93,55.19C,100%,100.0%,0.33Hz,-0.5C,15,
12/12/2019 17:56:22,94,54.75C,100%,100.0%,0.33Hz,-0.44C,16,
12/12/2019 17:56:32,95,54.31C,100%,100.0%,0.33Hz,-0.44C,17,
12/12/2019 17:56:42,96,53.81C,100%,100.0%,0.33Hz,-0.5C,18,
12/12/2019 17:56:52,97,53.44C,100%,100.0%,0.33Hz,-0.38C,19,
12/12/2019 17:57:02,98,53.06C,100%,100.0%,0.33Hz,-0.38C,20,
12/12/2019 17:57:12,99,52.62C,100%,100.0%,0.33Hz,-0.44C,21,
12/12/2019 17:57:22,100,52.25C,100%,100.0%,0.33Hz,-0.38C,22,
12/12/2019 17:57:32,101,51.94C,100%,100.0%,0.33Hz,-0.31C,23,
12/12/2019 17:57:42,102,51.56C,100%,100.0%,0.33Hz,-0.38C,24,
12/12/2019 17:57:52,103,51.31C,100%,100.0%,0.33Hz,-0.25C,25,
12/12/2019 17:58:02,104,50.94C,100%,100.0%,0.33Hz,-0.38C,26,
12/12/2019 17:58:12,105,50.62C,100%,100.0%,0.33Hz,-0.31C,27,
12/12/2019 17:58:22,106,50.31C,100%,100.0%,0.33Hz,-0.31C,28,
12/12/2019 17:58:32,107,50.06C,100%,100.0%,0.33Hz,-0.25C,29,
12/12/2019 17:58:42,108,49.62C,100%,100.0%,0.33Hz,-0.44C,30,
12/12/2019 17:58:52,109,49.38C,100%,100.0%,0.33Hz,-0.25C,31,
12/12/2019 17:59:02,110,49.19C,100%,100.0%,0.33Hz,-0.19C,32,
